pigz_decompress,enwik8,2,2900.0,0.71,-0.16,76.637,0.239583333333
pigz_decompress,cr_audio1.wav,4,2700.0,4.88,-3.2,239.756,0.21875
pigz_decompress,enwik9,16.0,2700.0,2.14,-2.67,934.361,0.229166666667
pigz_compress,enwik9,32,2400.0,7.68,-4.91,786.439,0.34375
pigz_compress,cr_audio1.wav,32,2200.0,11.92,-1.08,197.657,0.354166666667
pigz_compress,cr_audio1.flac,32,1900.0,4.43,-23.43,99.155,0.354166666667
pigz_compress,game1,32.0,2200.0,6.26,-15.87,550.367,0.34375
pigz_compress,app4,32.0,2200.0,3.85,-25.75,301.542,0.375
pigz_decompress,game1,8.0,2900.0,0.43,1.96,631.264,0.395833333333
pigz_compress,enwik8,32,2400.0,2.64,-18.48,70.478,0.46875
plzip_decompress,cr_audio1.wav,32.0,2700.0,2.56,-5.48,533.988,0.21875
plzip_decompress,cr_audio1.flac,32.0,2700.0,0.01,-6.14,375.721,0.21875
plzip_compress,cr_audio1.wav,16,2200.0,18.41,2.37,2328.083,0.28125
nanozip_default_decompress,cr_audio1.wav,8.0,2901.0,1.44,16.72,373.246,0.322916666667
plzip_decompress,app4,32,2400.0,4.55,-6.92,297.593,0.291666666667
pbzip2_decompress,enwik9,32.0,2200.0,16.18,-8.84,636.392,0.34375
pbzip2_decompress,game1,32.0,2200.0,10.58,-15.69,399.759,0.34375
plzip_compress,app4,32.0,2200.0,12.42,-13.64,2427.091,0.34375
plzip_compress,enwik9,32.0,2200.0,18.75,-3.27,8496.897,0.34375
pbzip2_decompress,cr_audio1.wav,32,2400.0,15.43,-3.68,220.501,0.354166666667
pbzip2_decompress,app4,32,2400.0,10.29,-7.8,233.896,0.354166666667
plzip_compress,game1,32.0,2200.0,9.49,-19.85,3962.789,0.34375
pbzip2_compress,app4,32.0,2200.0,7.63,-24.09,768.437,0.354166666667
plzip_compress,enwik8,16,2700.0,10.47,8.32,1877.696,0.354166666667
plzip_compress,cr_audio1.flac,8,2400.0,16.75,8.1,1775.315,0.354166666667
nanozip_default_compress,cr_audio1.flac,8.0,2700.0,6.73,-5.56,1524.779,0.302083333333
pbzip2_compress,cr_audio1.wav,32.0,2200.0,8.13,-23.79,524.299,0.354166666667
pbzip2_compress,cr_audio1.flac,32,2400.0,8.99,-11.54,400.089,0.34375
nanozip_default_compress,enwik9,8.0,2500.0,42.65,48.78,3711.789,0.21875
pbzip2_decompress,cr_audio1.flac,32,2400.0,12.57,-4.49,144.093,0.354166666667
pbzip2_decompress,enwik8,32.0,2200.0,8.42,-8.16,76.48,0.375
pbzip2_compress,enwik9,32.0,2200.0,10.68,-21.32,1696.362,0.354166666667
pbzip2_compress,enwik8,32.0,2200.0,6.95,-20.65,170.317,0.385416666667
pbzip2_compress,game1,32.0,2200.0,7.31,-25.5,1102.121,0.385416666667
nanozip_default_compress,game1,8,1900.0,49.44,51.64,9797.009,0.21875
nanozip_default_decompress,cr_audio1.flac,8.0,2700.0,1.17,-11.62,246.022,0.34375
nanozip_default_decompress,enwik9,32,2400.0,4.91,-16.89,1118.025,0.354166666667
nanozip_default_decompress,enwik8,16,2200.0,20.02,5.11,103.045,0.354166666667
nanozip_default_compress,app4,8,1900.0,45.44,45.65,4217.65,0.21875
nanozip_default_decompress,game1,32,2400.0,29.07,34.69,1451.427,0.416666666667
plzip_decompress,game1,32,2400.0,3.54,-8.07,529.526,0.291666666667
nanozip_default_decompress,app4,32.0,2200.0,18.96,12.94,636.217,0.375
nanozip_default_compress,enwik8,8,2900.0,44.32,54.8,375.599,0.21875
plzip_decompress,enwik9,32,2400.0,1.12,-7.58,739.85,0.25
nanozip_default_compress,cr_audio1.wav,8,1700.0,34.51,28.67,360.326,0.34375
plzip_decompress,enwik8,16.0,2700.0,2.84,-0.16,94.545,0.375
nanozip_5_decompress,app4,4,2901.0,6.98,22.71,2209.366,0.177083333333
nanozip_5_decompress,cr_audio1.flac,8,2900.0,3.78,-0.37,111.441,0.21875
nanozip_50_decompress,enwik9,16,2200.0,6.45,-26.12,959.897,0.28125
nanozip_5_decompress,enwik9,16.0,2500.0,1.81,-12.52,1513.441,0.34375
nanozip_5_decompress,enwik8,16,2200.0,4.56,-25.24,117.086,0.34375
nanozip_50_decompress,enwik8,32,2400.0,4.77,-15.67,114.31,0.354166666667
nanozip_5_decompress,game1,8,2900.0,5.79,0.33,1933.495,0.40625
nanozip_5_compress,enwik8,8,1900.0,27.5,19.73,376.936,0.21875
nanozip_5_compress,game1,8,2900.0,28.73,46.15,10964.576,0.21875
nanozip_50_decompress,game1,32.0,2400.0,28.36,36.11,1417.886,0.395833333333
nanozip_50_compress,cr_audio1.flac,32.0,2200.0,22.85,16.77,1500.337,0.364583333333
nanozip_50_compress,cr_audio1.wav,8.0,1900.0,42.72,47.1,363.982,0.28125
nanozip_5_compress,enwik9,32,1900.0,25.5,-8.67,3107.715,0.291666666667
nanozip_5_compress,cr_audio1.flac,32,2200.0,4.52,-13.82,1568.193,0.34375
nanozip_50_compress,enwik9,8,2400.0,17.6,28.45,3349.253,0.28125
nanozip_50_compress,app4,8,1900.0,38.85,34.79,4411.757,0.28125
nanozip_50_compress,game1,8.0,2300.0,39.65,41.93,10064.784,0.34375
nanozip_5_decompress,cr_audio1.wav,32.0,2900.0,0.0,0.0,382.181,0.510416666667
